,Duration,N_Packets,N_Bytes,Idle_timeout,Protocol,Source_ip,Destination_ip
96,67.942,200,2400,60,tcp,10.0.1.6,10.0.1.3
97,67.941,160,2400,60,tcp,10.0.1.8,10.0.1.3
98,67.94,240,2400,60,tcp,10.0.1.9,10.0.1.3
99,67.939,200,2400,60,tcp,10.0.1.10,10.0.1.3
100,67.917,160,2400,60,tcp,10.0.1.12,10.0.1.3
101,67.872,80,2400,60,icmp,10.0.1.16,10.0.1.3
102,67.871,80,2400,60,icmp,10.0.1.17,10.0.1.3
103,67.818,320,2400,60,tcp,10.0.1.5,10.0.1.3
104,67.764,80,2400,60,tcp,10.0.1.2,10.0.1.3
105,67.725,240,2400,60,tcp,10.0.1.4,10.0.1.3
106,67.566,120,2400,60,icmp,10.0.1.19,10.0.1.3
107,67.379,440,2400,60,tcp,10.0.1.4,10.0.1.3
108,67.367,120,2400,60,tcp,10.0.1.6,10.0.1.3
109,67.282,80,2400,60,tcp,10.0.1.5,10.0.1.3
110,67.277,80,2400,60,tcp,10.0.1.10,10.0.1.3
111,67.143,120,2400,60,tcp,10.0.1.11,10.0.1.3
112,66.945,120,2400,60,tcp,10.0.1.13,10.0.1.3
113,66.924,120,2400,60,icmp,10.0.1.5,10.0.1.3
114,66.793,120,2400,60,icmp,10.0.1.18,10.0.1.3
115,66.781,80,2400,60,icmp,10.0.1.5,10.0.1.3
116,66.778,120,2400,60,icmp,10.0.1.10,10.0.1.3
117,66.613,80,2400,60,tcp,10.0.1.12,10.0.1.3
118,66.613,80,2400,60,tcp,10.0.1.13,10.0.1.3
119,66.522,80,2400,60,icmp,10.0.1.2,10.0.1.3
120,66.447,80,2400,60,tcp,10.0.1.16,10.0.1.3
121,66.184,80,2400,60,icmp,10.0.1.10,10.0.1.3
122,66.131,80,2400,60,tcp,10.0.1.1,10.0.1.3
123,66.119,80,2400,60,tcp,10.0.1.1,10.0.1.3
124,66.098,120,2400,60,icmp,10.0.1.17,10.0.1.3
125,66.087,160,2400,60,icmp,10.0.1.12,10.0.1.3
126,66.086,160,2400,60,icmp,10.0.1.13,10.0.1.3
127,66.084,120,2400,60,icmp,10.0.1.15,10.0.1.3
